Sale Order Item Code,Display Order Code,Store,Date,Reverse Pickup Code,Reverse Pickup Created Date,Reverse Pickup Reason,Invoice Code,Invoice Created,Item SKU Code,Channel Product Id,Product,Item Type Color,Item Type Size,Item Type Brand,Channel Name,SKU Require Customization,Gift Wrap,Gift Message,HSN Code,MRP,Total Price,Amount,Quantity Ordered,Cost Price,Prepaid Amount,Subtotal,Discount,GST Tax Type Code,CGST,IGST,SGST,UTGST,CESS,CGST Rate,IGST Rate,SGST Rate,UTGST Rate,CESS Rate,TCS Amount,Tax %,Tax Value,Voucher Code,Shipping Charges,Shipping Method Charges,COD Service Charges,Gift Wrap Charges,Packet Number,Sale Order Code,On Hold,Sale Order Status,Priority,Currency,Currency Conversion Rate,Sale Order Item Status,Cancellation Reason,Shipping provider,Shipping Courier,Shipping Arranged By,Shipping Package Code,Shipping Package Creation Date,Shipping Package Status Code,Shipping Package Type,Length(mm),Width(mm),Height(mm),Delivery Time,Tracking Number,Dispatch Date,Facility,Return Date,Return Reason,Return Remarks,Created,Updated,Combination Identifier,Combination Description,Transfer Price,Item Code,IMEI,Weight,GSTIN,Customer GSTIN,TIN,Payment Instrument,Fulfillment TAT,Adjustment In Selling Price,Adjustment In Discount,Store Credit,IRN,Acknowledgement Number,Bundle SKU Code Number,SKU Name,Batch Code,Vendor Batch Number,Seller SKU Code,Item Type EAN,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Parent Sale Order Code,Item Tag,Shipment Tag,Original Order ID,Payment Method,Store Code,Channel Shipping,Item Details
SO00204-1,Test,Custom,17-09-2025 17:24,,,,INS/25-26/12295,17-09-2025 17:36,PUMAB002-2,PUMAB002-2,Puma School Shoes - 1UK To 4UK - Black - 2 UK,Black,2UK,Puma,Custom,FALSE,FALSE,,640212,2699,1000,1000,1,,0,2546.46,1699,Range-5-18,76.27,0,76.27,0,0,9,0,9,0,0,0.00E+00,,,,0,0,0,0,0,SO00204,FALSE,COMPLETE,0,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2612000,17-09-2025 17:36,DISPATCHED,DEFAULT,0,0,0,,Test order 17-09-2025,17-09-2025 17:41,Bangalore,,,,17-09-2025 17:26,17-09-2025 17:41,,,,,,502,29AAHCP5883A1Z7,,29141195654,,19-09-2025 17:26,0,0,0,,,,Puma School Shoes - 1UK To 4UK - Black - 2 UK,,,PUMAB002-2,,,,,,,,,,,FALSE,
SO00204-0,Test,Custom,17-09-2025 17:24,,,,INS/25-26/12295,17-09-2025 17:36,PUMAB003-5,PUMAB003-5,Puma School Shoes - 5UK To 12UK - Black - 9 UK,Black,9UK,Puma,Custom,FALSE,FALSE,,640212,2999,1299,1299,1,,0,2800.84,1700,Range-5-18,99.08,0,99.08,0,0,9,0,9,0,0,0.00E+00,,,,0,0,0,0,0,SO00204,FALSE,COMPLETE,0,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2612000,17-09-2025 17:36,DISPATCHED,DEFAULT,0,0,0,,Test order 17-09-2025,17-09-2025 17:41,Bangalore,,,,17-09-2025 17:26,17-09-2025 17:41,,,,,,502,29AAHCP5883A1Z7,,29141195654,,19-09-2025 17:26,0,0,0,,,,Puma School Shoes - 5UK To 12UK - Black - 9 UK,,,PUMAB003-5,,,,,,,,,,,FALSE,
SO00205-0,Test,Custom,17-09-2025 17:41,,,,INS/25-26/12296,17-09-2025 17:55,PUMAB002-2,PUMAB002-2,Puma School Shoes - 1UK To 4UK - Black - 2 UK,Black,2UK,Puma,Custom,FALSE,FALSE,,640212,2699,1000,1000,1,,0,2546.46,1699,Range-5-18,76.27,0,76.27,0,0,9,0,9,0,0,0.00E+00,,,,0,0,0,0,0,SO00205,FALSE,COMPLETE,0,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2612001,17-09-2025 17:55,DISPATCHED,DEFAULT,0,0,0,,test order0,17-09-2025 17:57,Bangalore,,,,17-09-2025 17:45,17-09-2025 17:57,,,,,,502,29AAHCP5883A1Z7,,29141195654,,19-09-2025 17:45,0,0,0,,,,Puma School Shoes - 1UK To 4UK - Black - 2 UK,,,PUMAB002-2,,,,,,,,,,,FALSE,
SO00205-1,Test,Custom,17-09-2025 17:41,,,,INS/25-26/12296,17-09-2025 17:55,PUMAB003-5,PUMAB003-5,Puma School Shoes - 5UK To 12UK - Black - 9 UK,Black,9UK,Puma,Custom,FALSE,FALSE,,640212,2999,1299,1299,1,,0,2800.84,1700,Range-5-18,99.08,0,99.08,0,0,9,0,9,0,0,0.00E+00,,,,0,0,0,0,0,SO00205,FALSE,COMPLETE,0,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2612001,17-09-2025 17:55,DISPATCHED,DEFAULT,0,0,0,,test order0,17-09-2025 17:57,Bangalore,,,,17-09-2025 17:45,17-09-2025 17:57,,,,,,502,29AAHCP5883A1Z7,,29141195654,,19-09-2025 17:45,0,0,0,,,,Puma School Shoes - 5UK To 12UK - Black - 9 UK,,,PUMAB003-5,,,,,,,,,,,FALSE,
436600-0,S2000065796,schools365,17-09-2025 17:50,,,,INS/25-26/12297,17-09-2025 18:27,SDSTS003-38,SDSTS003-38,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 38,Light Blue,38,GOL,schools365,FALSE,FALSE,,61091000,999,669,520,1,,0,495.24,0,gst-5,0,31.86,0,0,0,0,5,0,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065796,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2612002,17-09-2025 18:01,DELIVERED,DEFAULT,1,1,1,19-09-2025 09:39,9.44181E+12,17-09-2025 18:45,Bangalore,,,,17-09-2025 18:01,22-09-2025 12:00,,,,,,501,29AAHCP5883A1Z7,,29141195654,,22-09-2025 18:01,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 38,,,SDSTS003-38,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
436602-0,S2000065797,schools365,17-09-2025 17:53,,,,INS/25-26/12298,17-09-2025 18:28,PSSB009-5,PSSB009-5,Plaeto Big Kid - Aspire Unisex School Shoes - 9 UK - Black,Black,9 UK,Plaeto,schools365,FALSE,FALSE,,640419,1699,1603.5,1529,1,,0,1295.76,0,gst-5,122.3,0,122.3,0,0,9,0,9,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065797,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2612003,17-09-2025 18:01,DELIVERED,DEFAULT,0,0,0,20-09-2025 16:47,9.44181E+12,17-09-2025 18:45,Bangalore,,,,17-09-2025 18:01,22-09-2025 12:00,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-09-2025 18:01,0,0,0,,,,Plaeto Big Kid - Aspire Unisex School Shoes - 9 UK - Black,,,PSSB009-5,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
436604-0,S2000065797,schools365,17-09-2025 17:53,,,,INS/25-26/12298,17-09-2025 18:28,PSSW009-5,PSSW009-5,Plaeto Big Kid - Aspire Unisex School Shoes - 9 UK - White,White,9 UK,Plaeto,schools365,FALSE,FALSE,,640419,1699,1603.5,1529,1,,0,1295.76,0,gst-5,122.3,0,122.3,0,0,9,0,9,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065797,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2612003,17-09-2025 18:01,DELIVERED,DEFAULT,0,0,0,20-09-2025 16:47,9.44181E+12,17-09-2025 18:45,Bangalore,,,,17-09-2025 18:01,22-09-2025 12:00,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-09-2025 18:01,0,0,0,,,,Plaeto Big Kid - Aspire Unisex School Shoes - 9 UK - White,,,PSSW009-5,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
436612-0,S2000065800,schools365,17-09-2025 19:39,,,,INS/25-26/12300,18-09-2025 11:02,SSGOL006-6,SSGOL006-6,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : S",White,S,GOL,schools365,FALSE,FALSE,,61159500,149,223.5,149,1,205,0,141.9,0,gst-5,5.325,0,5.325,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065800,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612005,17-09-2025 19:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041610,18-09-2025 17:48,Bangalore,,,,17-09-2025 19:50,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-09-2025 19:50,0,0,0,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : S",,,SSGOL006-6,,,,,,,,,cashfree,,FALSE,
436612-1,S2000065800,schools365,17-09-2025 19:39,,,,INS/25-26/12300,18-09-2025 11:02,SSGOL006-6,SSGOL006-6,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : S",White,S,GOL,schools365,FALSE,FALSE,,61159500,149,223.5,149,1,205,0,141.9,0,gst-5,5.325,0,5.325,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065800,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612005,17-09-2025 19:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041610,18-09-2025 17:48,Bangalore,,,,17-09-2025 19:50,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-09-2025 19:50,0,0,0,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : S",,,SSGOL006-6,,,,,,,,,cashfree,,FALSE,
436614-0,EXC-S2000065801,schools365,17-09-2025 22:22,,,,INS/25-26/12363,27-09-2025 17:18,SDSTPNB06-30,SDSTPNB06-30,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 30,Navy Blue,30,GOL,schools365,FALSE,FALSE,,61034200,999,1064,999,1,,0,951.43,0,gst-5,0,50.67,0,0,0,0,5,0,0,0,0.00E+00,,,,65,0,0,0,1,SC-EXC-S2000065801,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612006,17-09-2025 22:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041660,03-10-2025 17:27,Bangalore,,,,17-09-2025 22:30,03-10-2025 17:27,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-09-2025 22:30,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 30,,,SDSTPNB06-30,,,,,,,,,cashfree,,FALSE,
436616-0,EXC-S2000065801,schools365,17-09-2025 22:22,,,,INS/25-26/12363,27-09-2025 17:18,SDSTS002-30,SDSTS002-30,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 30,Light Blue,30,GOL,schools365,FALSE,FALSE,,61091000,999,1064,999,1,,0,951.43,0,gst-5,0,50.67,0,0,0,0,5,0,0,0,0.00E+00,,,,65,0,0,0,1,SC-EXC-S2000065801,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612006,17-09-2025 22:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041660,03-10-2025 17:27,Bangalore,,,,17-09-2025 22:30,03-10-2025 17:27,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-09-2025 22:30,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 30,,,SDSTS002-30,,,,,,,,,cashfree,,FALSE,
436618-0,S2000065802,schools365,18-09-2025 08:42,,,,INS/25-26/12301,18-09-2025 11:02,SUKJ009-1,SUKJ009-1,GOL Kumarans Polo Tshirt - Red - 30,Red,30,GOL,schools365,FALSE,FALSE,,61091000,999,567.18,540,1,220,0,514.28,0,gst-5-gears,13.51,0,13.51,0,0,2.5,0,2.5,0,0,0.00E+00,,,,27.18,0,0,0,1,SC-S2000065802,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612007,18-09-2025 08:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041611,18-09-2025 17:48,Bangalore,,,,18-09-2025 08:50,18-09-2025 17:48,,,,,,504,29AAHCP5883A1Z7,,29141195654,,23-09-2025 08:50,0,0,0,,,,GOL Kumarans Polo Tshirt - Red - 30,,,SUKJ009-1,,,,,,,,,cashfree,,FALSE,
436618-1,S2000065802,schools365,18-09-2025 08:42,,,,INS/25-26/12301,18-09-2025 11:02,SUKJ009-1,SUKJ009-1,GOL Kumarans Polo Tshirt - Red - 30,Red,30,GOL,schools365,FALSE,FALSE,,61091000,999,567.18,540,1,220,0,514.28,0,gst-5-gears,13.51,0,13.51,0,0,2.5,0,2.5,0,0,0.00E+00,,,,27.18,0,0,0,1,SC-S2000065802,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612007,18-09-2025 08:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041611,18-09-2025 17:48,Bangalore,,,,18-09-2025 08:50,18-09-2025 17:48,,,,,,504,29AAHCP5883A1Z7,,29141195654,,23-09-2025 08:50,0,0,0,,,,GOL Kumarans Polo Tshirt - Red - 30,,,SUKJ009-1,,,,,,,,,cashfree,,FALSE,
436620-0,S2000065802,schools365,18-09-2025 08:42,,,,INS/25-26/12301,18-09-2025 11:02,SUKJ011-1,SUKJ011-1,GOL Kumarans Tunic - Navy Check - 30,Navy,30,GOL,schools365,FALSE,FALSE,,6204,900,987.32,940,1,392,0,895.24,0,gst-5,23.51,0,23.51,0,0,2.5,0,2.5,0,0,0.00E+00,,,,47.32,0,0,0,1,SC-S2000065802,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612007,18-09-2025 08:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041611,18-09-2025 17:48,Bangalore,,,,18-09-2025 08:50,18-09-2025 17:48,,,,,,504,29AAHCP5883A1Z7,,29141195654,,23-09-2025 08:50,0,0,0,,,,GOL Kumarans Tunic - Navy Check - 30,,,SUKJ011-1,,,,,,,,,cashfree,,FALSE,
436620-1,S2000065802,schools365,18-09-2025 08:42,,,,INS/25-26/12301,18-09-2025 11:02,SUKJ011-1,SUKJ011-1,GOL Kumarans Tunic - Navy Check - 30,Navy,30,GOL,schools365,FALSE,FALSE,,6204,900,987.32,940,1,392,0,895.24,0,gst-5,23.51,0,23.51,0,0,2.5,0,2.5,0,0,0.00E+00,,,,47.32,0,0,0,1,SC-S2000065802,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612007,18-09-2025 08:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041611,18-09-2025 17:48,Bangalore,,,,18-09-2025 08:50,18-09-2025 17:48,,,,,,504,29AAHCP5883A1Z7,,29141195654,,23-09-2025 08:50,0,0,0,,,,GOL Kumarans Tunic - Navy Check - 30,,,SUKJ011-1,,,,,,,,,cashfree,,FALSE,
436629-0,S2000065804,schools365,18-09-2025 10:16,,,,INS/25-26/12302,18-09-2025 11:02,SSGOL004-4,SSGOL004-4,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,Blue,XL,GOL,schools365,FALSE,FALSE,,61159500,149,223.5,149,1,43,0,141.9,0,gst-5-gears,5.325,0,5.325,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065804,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612008,18-09-2025 10:22,DISPATCHED,DEFAULT,0,0,0,,HRD900041612,18-09-2025 17:48,Bangalore,,,,18-09-2025 10:20,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,23-09-2025 10:20,0,0,0,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,,,SSGOL004-4,,,,,,,,,cashfree,,FALSE,
436629-1,S2000065804,schools365,18-09-2025 10:16,,,,INS/25-26/12302,18-09-2025 11:02,SSGOL004-4,SSGOL004-4,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,Blue,XL,GOL,schools365,FALSE,FALSE,,61159500,149,223.5,149,1,43,0,141.9,0,gst-5-gears,5.325,0,5.325,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065804,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612008,18-09-2025 10:22,DISPATCHED,DEFAULT,0,0,0,,HRD900041612,18-09-2025 17:48,Bangalore,,,,18-09-2025 10:20,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,23-09-2025 10:20,0,0,0,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,,,SSGOL004-4,,,,,,,,,cashfree,,FALSE,
436631-0,S2000065805,schools365,18-09-2025 11:07,,,,INS/25-26/12303,18-09-2025 12:19,BISRTSN002-12,BISRTSN002-12,BIS Unisex House Colour T-shirt New - Red - Size : 12,Red,12,GOL,schools365,FALSE,FALSE,,61091000,999,708,559,1,,0,532.38,0,gst-5,16.86,0,16.86,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065805,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612009,18-09-2025 11:12,DISPATCHED,DEFAULT,1,1,1,,HRD900041613,18-09-2025 17:48,Bangalore,,,,18-09-2025 11:10,18-09-2025 17:48,,,,,,501,29AAHCP5883A1Z7,,29141195654,,23-09-2025 11:10,0,0,0,,,,BIS Unisex House Colour T-shirt New - Red - Size : 12,,,BISRTSN002-12,,,,,,,,,cashfree,,FALSE,
436367-0,S2000065740,schools365,08-09-2025 12:04,,,,INS/25-26/12304,18-09-2025 12:19,KCSFS001-28,KCSFS001-26,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 28,Navy Blue,28,GOL,schools365,FALSE,FALSE,,61102000,999,999,999,1,,999,951.44,0,gst-5,23.78,0,23.78,0,0,2.5,0,2.5,0,0,0.00E+00,,,,0,0,0,0,1,7936-RRP/25-26/0227,FALSE,COMPLETE,2,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612010,18-09-2025 11:50,DISPATCHED,DEFAULT,1,1,1,,HRD900041614,18-09-2025 18:02,Bangalore,,,,18-09-2025 11:46,18-09-2025 18:02,,,,,,501,29AAHCP5883A1Z7,,29141195654,,23-09-2025 11:46,0,0,0,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 28,,,KCSFS001-26,,,,,SC-S2000065740,,,,cashfree,,FALSE,
436635-0,S2000065806,schools365,18-09-2025 11:41,,,,INS/25-26/12305,18-09-2025 12:19,GOLSOCKS02-3,GOLSOCKS02-3,GOL Legacy School Socks - Pack of 3(Size=L),,L,GOL,schools365,FALSE,FALSE,,61159500,449,474.5,400,1,,0,380.96,0,gst-5,11.3,0,11.3,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065806,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612011,18-09-2025 11:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041615,18-09-2025 17:48,Bangalore,,,,18-09-2025 11:50,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,23-09-2025 11:50,0,0,0,,,,GOL Legacy School Socks - Pack of 3(Size=L),,,GOLSOCKS02-3,,,,,,,,,cashfree,,FALSE,
436633-0,S2000065806,schools365,18-09-2025 11:41,,,,INS/25-26/12305,18-09-2025 12:19,GOLSOCKS02-4,GOLSOCKS02-4,GOL Legacy School Socks - Pack of 3(Size=XL),,XL,GOL,schools365,FALSE,FALSE,,61159500,449,474.5,400,1,,0,380.96,0,gst-5,11.3,0,11.3,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065806,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612011,18-09-2025 11:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041615,18-09-2025 17:48,Bangalore,,,,18-09-2025 11:50,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,23-09-2025 11:50,0,0,0,,,,GOL Legacy School Socks - Pack of 3(Size=XL),,,GOLSOCKS02-4,,,,,,,,,cashfree,,FALSE,
433861-0,S2000065000,schools365,24-07-2025 15:28,,,,INS/25-26/12306,18-09-2025 14:54,BISSTPN003-40,BISSTPN001-28,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 40,Navy Blue,40,GOL,schools365,FALSE,FALSE,,61034200,999,999,999,1,,999,951.426667,0,gst-5,23.786667,0,23.786667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,0,0,0,0,1,55ab-RRP/25-26/0228,FALSE,COMPLETE,2,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2612012,18-09-2025 13:35,DISPATCHED,DEFAULT,0,0,0,,cx picked through porter dt-18-09-2025,18-09-2025 18:03,Bangalore,,,,18-09-2025 13:33,18-09-2025 18:03,,,,,,503,29AAHCP5883A1Z7,,29141195654,,23-09-2025 13:33,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 40,,,BISSTPN001-28,,,,,SC-S2000065000,,,,cashfree,,FALSE,
433861-1,S2000065000,schools365,24-07-2025 15:28,,,,INS/25-26/12306,18-09-2025 14:54,BISSTPN003-40,BISSTPN001-28,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 40,Navy Blue,40,GOL,schools365,FALSE,FALSE,,61034200,999,999,999,1,,999,951.426667,0,gst-5,23.786667,0,23.786667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,0,0,0,0,1,55ab-RRP/25-26/0228,FALSE,COMPLETE,2,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2612012,18-09-2025 13:35,DISPATCHED,DEFAULT,0,0,0,,cx picked through porter dt-18-09-2025,18-09-2025 18:03,Bangalore,,,,18-09-2025 13:33,18-09-2025 18:03,,,,,,503,29AAHCP5883A1Z7,,29141195654,,23-09-2025 13:33,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 40,,,BISSTPN001-28,,,,,SC-S2000065000,,,,cashfree,,FALSE,
433861-2,S2000065000,schools365,24-07-2025 15:28,,,,INS/25-26/12306,18-09-2025 14:54,BISSTPN003-40,BISSTPN001-28,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 40,Navy Blue,40,GOL,schools365,FALSE,FALSE,,61034200,999,999,999,1,,999,951.426667,0,gst-5,23.786667,0,23.786667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,0,0,0,0,1,55ab-RRP/25-26/0228,FALSE,COMPLETE,2,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2612012,18-09-2025 13:35,DISPATCHED,DEFAULT,0,0,0,,cx picked through porter dt-18-09-2025,18-09-2025 18:03,Bangalore,,,,18-09-2025 13:33,18-09-2025 18:03,,,,,,503,29AAHCP5883A1Z7,,29141195654,,23-09-2025 13:33,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 40,,,BISSTPN001-28,,,,,SC-S2000065000,,,,cashfree,,FALSE,
436637-0,S2000065807,schools365,18-09-2025 13:34,,,,INS/25-26/12307,18-09-2025 14:56,SDSTPNB06-30,SDSTPNB06-30,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 30,Navy Blue,30,GOL,schools365,FALSE,FALSE,,61034200,999,664,515,1,,0,490.48,0,gst-5,0,31.62,0,0,0,0,5,0,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065807,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612013,18-09-2025 13:42,DISPATCHED,DEFAULT,1,1,1,,HRD900041616,18-09-2025 17:48,Bangalore,,,,18-09-2025 13:40,18-09-2025 17:48,,,,,,501,29AAHCP5883A1Z7,,29141195654,,23-09-2025 13:40,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 30,,,SDSTPNB06-30,,,,,,,,,cashfree,,FALSE,
436639-0,S2000065808,schools365,18-09-2025 14:02,,,,INS/25-26/12308,18-09-2025 14:57,PSSB009-3,PSSB009-3,Plaeto Big Kid - Aspire Unisex School Shoes - 7 UK - Black,Black,7 UK,Plaeto,schools365,FALSE,FALSE,,640419,1699,1603.5,1529,1,,0,1295.76,0,gst-5,122.3,0,122.3,0,0,9,0,9,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065808,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612014,18-09-2025 14:12,DISPATCHED,DEFAULT,0,0,0,,HRD900041617,18-09-2025 17:48,Bangalore,,,,18-09-2025 14:10,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,23-09-2025 14:10,0,0,0,,,,Plaeto Big Kid - Aspire Unisex School Shoes - 7 UK - Black,,,PSSB009-3,,,,,,,,,cashfree,,FALSE,
436641-0,S2000065808,schools365,18-09-2025 14:02,,,,INS/25-26/12308,18-09-2025 14:57,PSSW009-3,PSSW009-3,Plaeto Big Kid - Aspire Unisex School Shoes - 7 UK - White,White,7 UK,Plaeto,schools365,FALSE,FALSE,,640419,1699,1603.5,1529,1,,0,1295.76,0,gst-5,122.3,0,122.3,0,0,9,0,9,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065808,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612014,18-09-2025 14:12,DISPATCHED,DEFAULT,0,0,0,,HRD900041617,18-09-2025 17:48,Bangalore,,,,18-09-2025 14:10,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,23-09-2025 14:10,0,0,0,,,,Plaeto Big Kid - Aspire Unisex School Shoes - 7 UK - White,,,PSSW009-3,,,,,,,,,cashfree,,FALSE,
436645-0,S2000065798-1,schools365,18-09-2025 14:52,,,,INS/25-26/12309,18-09-2025 15:43,KPUFPG001-30,KPUFPG001-30,Sri Kumaran PU Formal Pant Girls - Grey - Size 30,Grey,30,GOL,schools365,FALSE,FALSE,,6203,999,775.04,700,1,,0,666.68,0,gst-5,18.44,0,18.44,0,0,2.5,0,2.5,0,0,0.00E+00,,,,75.04,0,0,0,1,SC-S2000065798-1,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2612015,18-09-2025 15:42,DISPATCHED,DEFAULT,0,0,0,,HRD900041618,18-09-2025 17:48,Bangalore,,,,18-09-2025 15:40,18-09-2025 17:48,,,,,,502,29AAHCP5883A1Z7,,29141195654,,23-09-2025 15:40,0,0,0,,,,Sri Kumaran PU Formal Pant Girls - Grey - Size 30,,,KPUFPG001-30,,,,,,,,,cashfree,,FALSE,
